# Configuration
#   Username: Nicholas W. M. Ritchie
#   Timestamp: 2025-10-23 13:31:22
#   Application: spex version 0.0.121
#   References: `N132962 15 keV` revision 199 - 2025-10-23 13:24:40 -04:00
# Configuration warnings
#    None
# Spectrum
#   MMM2 Pyrope[0][all]['MMM2 Pyrope[0][4].msa']
# Fit warnings
#   The k-ratio '[Mn L₃-M₅ + 13 others] = -0.00410 ± 0.00055' is more than 3σ negative.
# Quantification results
MMM2 Pyrope[7][all],Ti,22,47.867,0.00322,0.00004,0.00318,0.00009,0.00143,0.00005
MMM2 Pyrope[7][all],Cr,24,51.9961,0.00769,0.00005,0.00759,0.00021,0.00314,0.00012
MMM2 Pyrope[7][all],Mn,25,54.938043,0.00281,0.00006,0.00277,0.00010,0.00109,0.00005
MMM2 Pyrope[7][all],Fe,26,55.845,0.07415,0.00011,0.07321,0.00197,0.02823,0.00102
# Notes
#   Analytical total: 1.013 ± 0.027
#   Duane-Hunt: 15.20 keV
#   Residual written to MMM2 Pyrope[7][4][residual].msa.
#   Plot output to 'MMM2 Pyrope[7][4][quantify].pdf'
# Result Comparison
Name,O,Mg,Al,Si,Ca,Ti,Cr,Mn,Fe,Σ
MMM2 Pyrope[0][all],0.444 ± 0.027,0.12427 ± 0.00018,0.11951 ± 0.00033,0.20433 ± 0.00044,0.031309 ± 0.000049,0.003151 ± 0.000036,0.007975 ± 0.000048,0.002501 ± 0.000062,0.07391 ± 0.00011,1.011 ± 0.027
MMM2 Pyrope[1][all],0.444 ± 0.027,0.12409 ± 0.00018,0.11899 ± 0.00033,0.20396 ± 0.00044,0.031157 ± 0.000049,0.003505 ± 0.000037,0.008378 ± 0.000048,0.002246 ± 0.000063,0.07482 ± 0.00011,1.011 ± 0.027
MMM2 Pyrope[2][all],0.443 ± 0.027,0.12422 ± 0.00018,0.11845 ± 0.00033,0.20446 ± 0.00044,0.031240 ± 0.000049,0.003542 ± 0.000037,0.008535 ± 0.000048,0.002743 ± 0.000063,0.07456 ± 0.00011,1.010 ± 0.027
MMM2 Pyrope[3][all],0.444 ± 0.027,0.12418 ± 0.00018,0.11947 ± 0.00033,0.20431 ± 0.00044,0.030875 ± 0.000049,0.003164 ± 0.000036,0.008137 ± 0.000048,0.002555 ± 0.000063,0.07447 ± 0.00011,1.011 ± 0.027
MMM2 Pyrope[4][all],0.434 ± 0.027,0.12284 ± 0.00018,0.11846 ± 0.00032,0.20356 ± 0.00043,0.031177 ± 0.000049,0.003384 ± 0.000036,0.008249 ± 0.000048,0.002942 ± 0.000063,0.07351 ± 0.00011,0.998 ± 0.027
MMM2 Pyrope[5][all],0.445 ± 0.027,0.12423 ± 0.00018,0.12029 ± 0.00033,0.20417 ± 0.00044,0.030765 ± 0.000049,0.002951 ± 0.000036,0.007829 ± 0.000047,0.002737 ± 0.000063,0.07310 ± 0.00011,1.011 ± 0.027
MMM2 Pyrope[6][all],0.448 ± 0.027,0.12474 ± 0.00018,0.11978 ± 0.00033,0.20455 ± 0.00044,0.030890 ± 0.000049,0.003185 ± 0.000036,0.007832 ± 0.000047,0.002187 ± 0.000062,0.07358 ± 0.00011,1.014 ± 0.027
MMM2 Pyrope[7][all],0.445 ± 0.027,0.12453 ± 0.00018,0.11993 ± 0.00033,0.20443 ± 0.00044,0.030994 ± 0.000049,0.003224 ± 0.000036,0.007687 ± 0.000047,0.002807 ± 0.000063,0.07415 ± 0.00011,1.013 ± 0.027
Mean,0.4434 ± 0.0039,0.12414 ± 0.00056,0.11936 ± 0.00068,0.20422 ± 0.00032,0.03105 ± 0.00020,0.00326 ± 0.00020,0.00808 ± 0.00030,0.00259 ± 0.00027,0.07401 ± 0.00059,1.0101 ± 0.0049
Nominal,0.4438,0.1227,0.1142,0.1937,0.0311,0.003,0.0141,0.0024,0.0681,1
RDEV (%),-0.1,1.2,4.5,5.4,-0.2,8.8,-42.7,7.9,8.7,1
